,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
51,2015-01-04,1.01,369694.27,121634.27,117865.11,74062.76,56132.13,46679.86,1060.51,8391.76,conventional,2015,Detroit
0,2015-12-27,1.13,147713.85,2992.62,101109.84,5754.75,37856.64,30738.09,2919.24,4199.31,conventional,2015,GrandRapids
1,2015-12-20,1.13,126262.26,2630.11,85259.91,3211.51,35160.73,30547.62,2288.36,2324.75,conventional,2015,GrandRapids
2,2015-12-13,1.24,117645.69,3809.88,69582.68,3264.07,40989.06,38257.02,2231.37,500.67,conventional,2015,GrandRapids
3,2015-12-06,0.93,217174.66,4026.57,165454.45,15635.86,32057.78,26570.4,1560.59,3926.79,conventional,2015,GrandRapids
4,2015-11-29,1.12,120552.43,3726.77,82760.11,3336.97,30728.58,27835.71,2816.43,76.44,conventional,2015,GrandRapids
5,2015-11-22,1.11,140981.22,3734.97,94794.75,5725.81,36725.69,33606.78,2327.22,791.69,conventional,2015,GrandRapids
6,2015-11-15,1.2,129448.75,3490.77,74695.44,2506.31,48756.23,47301.23,1427.26,27.74,conventional,2015,GrandRapids
7,2015-11-08,0.93,198257.69,3970.87,149876.75,7556.57,36853.5,34956.27,1819.27,77.96,conventional,2015,GrandRapids
8,2015-11-01,0.91,205592.1,3731.64,147281.28,8605.43,45973.75,43392.69,1757.12,823.94,conventional,2015,GrandRapids
9,2015-10-25,1.14,134921.44,3899.73,86434.9,9431.21,35155.6,30487.72,3036.22,1631.66,conventional,2015,GrandRapids
10,2015-10-18,0.94,184806.99,3821.47,118521.96,17329.17,45134.39,40257.54,1830.77,3046.08,conventional,2015,GrandRapids
11,2015-10-11,0.97,198769.54,3638.99,106363.84,49279.06,39487.65,21799.3,2155.38,15532.97,conventional,2015,GrandRapids
12,2015-10-04,0.99,160322.48,3241.7,102316.58,18103.36,36660.84,29446.94,2198.98,5014.92,conventional,2015,GrandRapids
13,2015-09-27,1.15,137849.61,2977.77,87274.97,13024.28,34572.59,28888.74,1913.24,3770.61,conventional,2015,GrandRapids
14,2015-09-20,0.88,244696.01,3612.73,177686.12,9651.55,53745.61,51686.05,1815.57,243.99,conventional,2015,GrandRapids
15,2015-09-13,0.95,219380.93,4113.5,143018.46,20439.94,51809.03,43865.37,2851.68,5091.98,conventional,2015,GrandRapids
16,2015-09-06,1.09,170309.3,3673.53,111964.57,6016.37,48654.83,45108.48,3486.89,59.46,conventional,2015,GrandRapids
17,2015-08-30,0.91,226898.73,3931.2,152332.2,16719.44,53915.89,48562.08,2309.09,3044.72,conventional,2015,GrandRapids
18,2015-08-23,1.28,128681.94,4847.16,72826.86,5459.79,45548.13,40204.96,4716.36,626.81,conventional,2015,GrandRapids
19,2015-08-16,0.89,268902.14,5134.58,177609.75,20395.04,65762.77,55316.85,6674.12,3771.8,conventional,2015,GrandRapids
20,2015-08-09,1.08,186733.16,4807.41,120579.39,8389.85,52956.51,49559.83,3294.27,102.41,conventional,2015,GrandRapids
21,2015-08-02,1.05,184067.49,4122.95,109853.88,10359.57,59731.09,55048.69,4030.14,652.26,conventional,2015,GrandRapids
22,2015-07-26,1.12,153868.79,3192.59,66065.84,9957.92,74652.44,69267.05,4085.24,1300.15,conventional,2015,GrandRapids
23,2015-07-19,1.05,215736.47,2680.7,122122.69,29478.33,61454.75,52697.22,3806.21,4951.32,conventional,2015,GrandRapids
24,2015-07-12,1.19,153112.84,4663.59,66045.81,9833.58,72569.86,66368.31,4901.72,1299.83,conventional,2015,GrandRapids
25,2015-07-05,1.16,202842.97,2709.26,109357.57,34986.3,55789.84,44032.97,5692.28,6064.59,conventional,2015,GrandRapids
26,2015-06-28,1.1,155972.38,3089.5,55014.27,9941.32,87927.29,80548.8,5044.35,2334.14,conventional,2015,GrandRapids
27,2015-06-21,0.96,265555.66,2552.14,167585.16,32903.12,62515.24,53623.47,4943.16,3948.61,conventional,2015,GrandRapids
28,2015-06-14,1.07,197387.76,4446.1,116392.81,4934.17,71614.68,67207.35,4401.93,5.4,conventional,2015,GrandRapids
29,2015-06-07,1.14,212599.11,6926.42,134230.11,10407.58,61035.0,55432.55,4067.09,1535.36,conventional,2015,GrandRapids
30,2015-05-31,1.31,167907.51,7097.0,90411.8,3360.05,67038.66,64208.38,2794.35,35.93,conventional,2015,GrandRapids
31,2015-05-24,1.3,158917.21,7888.33,74169.01,3111.69,73748.18,69048.81,4663.55,35.82,conventional,2015,GrandRapids
32,2015-05-17,0.97,277502.12,5515.43,202939.01,12421.42,56626.26,52456.3,3991.49,178.47,conventional,2015,GrandRapids
33,2015-05-10,1.36,159642.82,7383.85,84947.73,3817.57,63493.67,59129.49,4335.74,28.44,conventional,2015,GrandRapids
34,2015-05-03,1.06,238550.81,6301.92,176717.87,6727.83,48803.19,46862.74,1898.03,42.42,conventional,2015,GrandRapids
35,2015-04-26,1.09,189609.49,4480.46,105590.91,6421.76,73116.36,68758.56,4305.08,52.72,conventional,2015,GrandRapids
36,2015-04-19,0.93,310672.4,5547.29,217323.81,15023.71,72777.59,68697.84,3761.98,317.77,conventional,2015,GrandRapids
37,2015-04-12,1.13,147494.24,5875.73,66804.31,2717.16,72097.04,68693.55,3377.45,26.04,conventional,2015,GrandRapids
38,2015-04-05,1.22,157721.54,4487.21,92044.84,5487.61,55701.88,50462.56,5165.79,73.53,conventional,2015,GrandRapids
39,2015-03-29,1.11,149631.24,1977.68,63600.68,3003.97,81048.91,75725.67,5299.2,24.04,conventional,2015,GrandRapids
40,2015-03-22,0.91,311876.75,1930.32,231211.7,19097.99,59636.74,57118.41,2105.9,412.43,conventional,2015,GrandRapids
41,2015-03-15,1.35,123895.07,1621.03,69452.53,4214.32,48607.19,45347.61,3244.22,15.36,conventional,2015,GrandRapids
42,2015-03-08,1.08,146835.6,1783.51,68592.44,3903.17,72556.48,69329.04,3169.54,57.9,conventional,2015,GrandRapids
43,2015-03-01,0.95,263987.21,1355.2,182093.72,26454.42,54083.87,47217.11,3519.09,3347.67,conventional,2015,GrandRapids
44,2015-02-22,1.31,129295.86,1593.4,69934.93,4894.78,52872.75,48858.06,3767.48,247.21,conventional,2015,GrandRapids
45,2015-02-15,1.21,136761.35,1659.05,67025.59,4215.01,63861.7,57601.99,6203.39,56.32,conventional,2015,GrandRapids
46,2015-02-08,1.24,132621.01,1155.67,74113.5,4855.23,52496.61,48150.41,4209.37,136.83,conventional,2015,GrandRapids
47,2015-02-01,0.94,309471.69,1621.68,240215.65,19211.54,48422.82,43899.75,4377.27,145.8,conventional,2015,GrandRapids
48,2015-01-25,1.19,144301.73,1112.09,78092.72,6374.01,58722.91,54053.21,4552.75,116.95,conventional,2015,GrandRapids
49,2015-01-18,1.07,150201.39,970.13,78433.37,6411.99,64385.9,60381.95,3727.81,276.14,conventional,2015,GrandRapids
50,2015-01-11,1.03,185135.41,972.96,127984.25,13798.9,42379.3,39193.44,2896.97,288.89,conventional,2015,GrandRapids
51,2015-01-04,0.95,258979.63,1097.0,189348.6,22612.46,45921.57,43899.46,1097.68,924.43,conventional,2015,GrandRapids
0,2015-12-27,1.01,2580602.96,336673.7,1411808.83,254629.93,577490.5,400003.8,98401.09,79085.61,conventional,2015,GreatLakes
1,2015-12-20,1.01,2504745.45,383701.76,1337404.03,241580.61,542059.05,358218.65,122999.48,60840.92,conventional,2015,GreatLakes
2,2015-12-13,1.03,2608448.06,463349.67,1342449.84,228576.54,574072.01,409909.7,148004.93,16157.38,conventional,2015,GreatLakes
3,2015-12-06,1.0,2981347.2,401676.14,1680591.43,398320.64,500758.99,325850.0,124306.44,50602.55,conventional,2015,GreatLakes
4,2015-11-29,1.07,2198408.92,318661.4,1199426.12,248818.72,431502.68,328369.47,83149.01,19984.2,conventional,2015,GreatLakes
5,2015-11-22,1.03,2601821.63,347803.29,1471865.16,280543.97,501609.21,391454.61,89472.08,20682.52,conventional,2015,GreatLakes
6,2015-11-15,1.09,2494044.41,342002.87,1322818.28,248635.49,580587.77,465154.46,99695.62,15737.69,conventional,2015,GreatLakes
7,2015-11-08,0.98,3184946.53,410061.0,1794703.2,425242.73,554939.6,365002.12,138161.32,51776.16,conventional,2015,GreatLakes
8,2015-11-01,1.0,3229124.75,436343.74,1825512.93,388703.05,578565.03,399665.31,133071.89,45827.83,conventional,2015,GreatLakes
9,2015-10-25,1.1,2671535.94,383559.81,1460066.36,331096.84,496812.93,335249.25,130933.76,30629.92,conventional,2015,GreatLakes
10,2015-10-18,1.03,2981549.94,396690.54,1695841.56,353741.96,535275.88,419558.97,92629.46,23087.45,conventional,2015,GreatLakes
11,2015-10-11,1.02,3004133.39,355508.86,1652244.4,456771.26,539608.87,384772.59,93016.17,61820.11,conventional,2015,GreatLakes
12,2015-10-04,1.05,2814678.93,296032.66,1632488.05,381986.61,504171.61,354840.13,106127.86,43203.62,conventional,2015,GreatLakes
13,2015-09-27,1.1,2770074.76,343271.52,1605775.14,344488.51,476539.59,327299.75,103091.55,46148.29,conventional,2015,GreatLakes
14,2015-09-20,1.02,3336245.24,460475.95,1887110.85,418235.21,570423.23,406010.16,109268.58,55144.49,conventional,2015,GreatLakes
15,2015-09-13,1.03,3532480.92,492741.15,1958150.0,447108.5,634481.27,448051.74,132685.58,53743.95,conventional,2015,GreatLakes
16,2015-09-06,1.07,3272555.01,432770.76,1876392.91,348448.68,614942.66,468148.29,121209.44,25584.93,conventional,2015,GreatLakes
17,2015-08-30,1.04,3388803.79,478858.03,1877733.21,419390.5,612822.05,457558.59,111788.68,43474.78,conventional,2015,GreatLakes
18,2015-08-23,1.14,2849127.29,404182.26,1596909.93,279710.88,568324.22,427635.3,122225.92,18463.0,conventional,2015,GreatLakes
19,2015-08-16,1.03,3653376.07,414756.68,2087149.52,475383.38,676086.49,486209.97,129683.8,60192.72,conventional,2015,GreatLakes
20,2015-08-09,1.12,3230139.65,420919.7,1839862.82,331336.66,638020.47,497895.48,115527.66,24597.33,conventional,2015,GreatLakes
21,2015-08-02,1.14,3162447.64,490577.01,1722754.95,321610.93,627504.75,500704.88,104570.86,22229.01,conventional,2015,GreatLakes
22,2015-07-26,1.1,3135698.38,475306.73,1616355.0,281882.1,762154.55,617211.53,127530.47,17412.55,conventional,2015,GreatLakes
23,2015-07-19,1.12,3436864.41,449090.82,1843047.36,454643.18,690083.05,535843.25,110898.39,43341.41,conventional,2015,GreatLakes
24,2015-07-12,1.14,3077237.12,456044.5,1617124.36,288141.07,715927.19,581802.24,120335.36,13789.59,conventional,2015,GreatLakes
25,2015-07-05,1.13,3774004.27,502233.05,2055125.98,442059.88,774585.36,606612.51,140253.5,27719.35,conventional,2015,GreatLakes
26,2015-06-28,1.07,3336314.35,476721.82,1631460.3,261863.52,966268.71,803974.11,148652.02,13642.58,conventional,2015,GreatLakes
27,2015-06-21,1.08,3720458.83,487936.68,1958437.1,493928.69,780156.36,611156.81,132172.82,36826.73,conventional,2015,GreatLakes
28,2015-06-14,1.12,3511185.14,604782.48,1744519.06,346867.18,815016.42,683334.7,119899.69,11782.03,conventional,2015,GreatLakes
29,2015-06-07,1.13,3602112.79,689242.14,1723625.04,447117.42,742128.19,584086.31,122232.65,35809.23,conventional,2015,GreatLakes
30,2015-05-31,1.2,3151714.0,667193.97,1478975.82,280464.92,725079.29,593192.94,119920.22,11966.13,conventional,2015,GreatLakes
31,2015-05-24,1.15,3574050.61,758183.5,1764210.85,263068.72,788587.54,641756.72,134308.54,12522.28,conventional,2015,GreatLakes
32,2015-05-17,1.09,3753201.03,787079.55,1939235.3,406338.23,620547.95,481046.82,110126.4,29374.73,conventional,2015,GreatLakes
33,2015-05-10,1.15,3501344.46,766730.7,1723310.79,274259.73,737043.24,585000.53,147022.85,5019.86,conventional,2015,GreatLakes
34,2015-05-03,1.05,3901054.42,719493.66,2200706.49,327171.65,653682.62,493009.35,146837.36,13835.91,conventional,2015,GreatLakes
35,2015-04-26,1.14,3234024.32,609506.22,1580854.41,294073.96,749589.73,615887.17,116500.49,17202.07,conventional,2015,GreatLakes
36,2015-04-19,1.06,3857605.11,615564.03,2140254.41,383840.98,717945.69,609139.49,84879.59,23926.61,conventional,2015,GreatLakes
37,2015-04-12,1.11,2895992.9,548501.37,1403326.56,190091.28,754073.69,688965.8,60642.37,4465.52,conventional,2015,GreatLakes
38,2015-04-05,1.18,2938918.81,504487.79,1595354.39,221603.31,617473.32,552075.78,61643.12,3754.42,conventional,2015,GreatLakes
39,2015-03-29,1.09,2971443.88,456518.93,1472879.42,196545.04,845500.49,758625.31,82421.91,4453.27,conventional,2015,GreatLakes
40,2015-03-22,1.04,3746598.18,543151.72,2146436.5,451798.84,605211.12,453829.96,105804.36,45576.8,conventional,2015,GreatLakes
41,2015-03-15,1.1,2948199.23,475449.58,1626922.95,223788.7,622038.0,498932.31,114147.11,8958.58,conventional,2015,GreatLakes
42,2015-03-08,1.04,3134752.64,380674.2,1675102.29,253978.78,824997.37,697812.88,114519.6,12664.89,conventional,2015,GreatLakes
43,2015-03-01,1.02,3566752.43,353818.94,2135517.89,478701.64,598713.96,462539.26,88541.92,47632.78,conventional,2015,GreatLakes
44,2015-02-22,1.16,2730224.03,391400.93,1482033.31,246541.13,610248.66,512270.39,88536.91,9441.36,conventional,2015,GreatLakes
45,2015-02-15,1.15,2610004.41,390973.21,1331420.43,237030.33,650580.44,561485.4,81172.24,7922.8,conventional,2015,GreatLakes
46,2015-02-08,1.07,2856456.35,515789.01,1541252.99,238780.53,560633.82,472576.07,78544.87,9512.88,conventional,2015,GreatLakes
47,2015-02-01,0.91,4874124.41,768874.35,2948564.71,510153.65,646531.7,479453.25,126925.79,40152.66,conventional,2015,GreatLakes
48,2015-01-25,1.13,2928692.32,390289.67,1649082.75,271642.56,617677.34,503612.64,109501.0,4563.7,conventional,2015,GreatLakes
49,2015-01-18,1.08,3006207.02,401683.43,1650327.26,257105.89,697090.44,600155.95,93434.54,3499.95,conventional,2015,GreatLakes
50,2015-01-11,1.1,3067638.32,416900.3,1818618.04,316856.73,515263.25,412976.97,91214.54,11071.74,conventional,2015,GreatLakes
51,2015-01-04,1.02,3382800.12,467259.47,2059657.71,318102.38,537780.56,412779.64,111072.91,13928.01,conventional,2015,GreatLakes
0,2015-12-27,1.16,173645.55,22694.58,98629.2,149.11,52172.66,51396.6,776.06,0.0,conventional,2015,HarrisburgScranton
1,2015-12-20,1.11,180186.23,24111.34,100758.01,158.29,55158.59,53929.04,1229.55,0.0,conventional,2015,HarrisburgScranton
2,2015-12-13,1.14,187058.65,27053.78,107144.99,229.97,52629.91,51752.86,877.05,0.0,conventional,2015,HarrisburgScranton
3,2015-12-06,1.1,171195.76,25260.16,99013.86,118.19,46803.55,46345.26,458.29,0.0,conventional,2015,HarrisburgScranton
4,2015-11-29,1.17,146103.34,23707.06,82015.89,110.54,40269.85,39640.65,629.2,0.0,conventional,2015,HarrisburgScranton
5,2015-11-22,1.16,162429.43,26601.95,85742.43,198.26,49886.79,47519.78,2367.01,0.0,conventional,2015,HarrisburgScranton
6,2015-11-15,1.09,189916.88,25483.85,113515.58,93.58,50823.87,46939.57,3884.3,0.0,conventional,2015,HarrisburgScranton
7,2015-11-08,1.09,214993.36,27837.88,137670.52,169.5,49315.46,47637.88,1677.58,0.0,conventional,2015,HarrisburgScranton
8,2015-11-01,1.13,219970.37,28916.15,140625.82,173.18,50255.22,49340.53,914.69,0.0,conventional,2015,HarrisburgScranton
9,2015-10-25,1.11,183276.68,27595.5,101618.92,185.61,53876.65,52569.78,1306.87,0.0,conventional,2015,HarrisburgScranton
10,2015-10-18,0.93,264223.22,27640.26,186372.86,408.03,49802.07,48878.61,923.46,0.0,conventional,2015,HarrisburgScranton
11,2015-10-11,1.05,225079.92,32042.53,137367.2,267.77,55402.42,53610.63,1791.79,0.0,conventional,2015,HarrisburgScranton
12,2015-10-04,1.16,188436.91,32554.49,95392.4,323.79,60166.23,59227.5,938.73,0.0,conventional,2015,HarrisburgScranton
13,2015-09-27,1.15,192478.26,30410.27,108385.85,294.6,53387.54,51731.16,1656.38,0.0,conventional,2015,HarrisburgScranton
14,2015-09-20,1.17,188314.24,31925.36,101200.97,279.75,54908.16,53988.59,919.57,0.0,conventional,2015,HarrisburgScranton
15,2015-09-13,1.07,254744.58,33047.61,170884.4,294.21,50518.36,48537.65,1980.71,0.0,conventional,2015,HarrisburgScranton
16,2015-09-06,1.19,225494.59,37453.63,128772.37,465.01,58803.58,57426.04,1344.61,32.93,conventional,2015,HarrisburgScranton
17,2015-08-30,1.18,219908.82,34595.95,125106.29,614.86,59591.72,57205.13,1779.77,606.82,conventional,2015,HarrisburgScranton
18,2015-08-23,1.1,222637.15,37213.9,128402.42,584.81,56436.02,54580.78,1140.14,715.1,conventional,2015,HarrisburgScranton
19,2015-08-16,1.09,247813.45,37089.49,161018.66,402.5,49302.8,48581.44,714.85,6.51,conventional,2015,HarrisburgScranton
20,2015-08-09,1.07,247575.06,40320.2,149595.95,510.58,57148.33,56333.05,815.28,0.0,conventional,2015,HarrisburgScranton
21,2015-08-02,1.1,242281.36,40387.93,143352.05,733.22,57808.16,56786.27,1018.67,3.22,conventional,2015,HarrisburgScranton
22,2015-07-26,1.17,225227.57,39346.13,123455.52,480.44,61945.48,60632.24,1271.5,41.74,conventional,2015,HarrisburgScranton
23,2015-07-19,1.19,229650.57,42405.8,119272.94,1020.51,66951.32,65842.25,1051.54,57.53,conventional,2015,HarrisburgScranton
24,2015-07-12,1.17,233638.96,42200.05,119798.85,2740.31,68899.75,67025.83,1705.19,168.73,conventional,2015,HarrisburgScranton
25,2015-07-05,1.19,275844.88,49829.42,142250.13,3215.99,80549.34,78409.83,1623.22,516.29,conventional,2015,HarrisburgScranton
26,2015-06-28,1.2,243537.29,42688.0,124701.97,2556.6,73590.72,70488.1,2376.23,726.39,conventional,2015,HarrisburgScranton
27,2015-06-21,1.19,255431.85,44179.19,128614.97,3182.4,79455.29,76907.65,1624.65,922.99,conventional,2015,HarrisburgScranton
28,2015-06-14,1.13,277578.88,42766.16,140403.76,2028.31,92380.65,87952.58,2821.41,1606.66,conventional,2015,HarrisburgScranton
29,2015-06-07,1.21,265638.42,40587.95,138950.26,675.56,85424.65,81417.34,3219.51,787.8,conventional,2015,HarrisburgScranton
30,2015-05-31,1.22,260058.34,42572.44,125281.89,804.17,91399.84,87880.67,2341.73,1177.44,conventional,2015,HarrisburgScranton
31,2015-05-24,1.21,270097.92,43499.81,132429.7,777.66,93390.75,89913.88,2641.89,834.98,conventional,2015,HarrisburgScranton
32,2015-05-17,1.19,252843.56,44842.47,120942.94,487.01,86571.14,85065.22,1400.8,105.12,conventional,2015,HarrisburgScranton
33,2015-05-10,1.19,299147.73,53021.23,158314.43,585.43,87226.64,85161.38,2065.26,0.0,conventional,2015,HarrisburgScranton
34,2015-05-03,1.17,255913.63,46183.27,130134.66,527.56,79068.14,76930.85,2137.29,0.0,conventional,2015,HarrisburgScranton
35,2015-04-26,1.21,234322.13,45102.26,118533.62,415.14,70271.11,68210.88,2022.73,37.5,conventional,2015,HarrisburgScranton
36,2015-04-19,1.17,237429.16,45693.41,112023.17,501.77,79210.81,77244.93,1965.88,0.0,conventional,2015,HarrisburgScranton
37,2015-04-12,1.18,201544.53,35513.59,101051.47,400.34,64579.13,62948.16,1630.97,0.0,conventional,2015,HarrisburgScranton
38,2015-04-05,1.21,216376.66,35705.85,112157.42,485.39,68028.0,66320.66,1643.45,63.89,conventional,2015,HarrisburgScranton
39,2015-03-29,1.14,197282.25,31891.81,102587.16,418.1,62385.18,61035.96,1349.22,0.0,conventional,2015,HarrisburgScranton
40,2015-03-22,1.08,219149.75,28701.47,129731.5,481.59,60235.19,57777.32,2457.87,0.0,conventional,2015,HarrisburgScranton
41,2015-03-15,1.2,190760.3,31225.82,84433.44,470.53,74630.51,72181.56,2448.95,0.0,conventional,2015,HarrisburgScranton
42,2015-03-08,1.15,192277.92,38517.23,75750.79,334.13,77675.77,75825.42,1850.35,0.0,conventional,2015,HarrisburgScranton
43,2015-03-01,1.07,230913.14,28899.98,134019.55,614.07,67379.54,65870.9,1508.64,0.0,conventional,2015,HarrisburgScranton
44,2015-02-22,1.2,191040.19,32241.22,83702.91,506.96,74589.1,73386.08,1203.02,0.0,conventional,2015,HarrisburgScranton
45,2015-02-15,1.22,187671.77,28592.73,85311.1,503.53,73264.41,72146.24,1118.17,0.0,conventional,2015,HarrisburgScranton
46,2015-02-08,1.02,239756.62,35933.38,126557.74,722.59,76542.91,75408.57,1134.34,0.0,conventional,2015,HarrisburgScranton
47,2015-02-01,1.06,283137.88,42732.12,168621.69,851.33,70932.74,69529.64,1403.1,0.0,conventional,2015,HarrisburgScranton
48,2015-01-25,1.17,206074.14,33193.27,89075.29,426.35,83379.23,79720.85,3658.38,0.0,conventional,2015,HarrisburgScranton
49,2015-01-18,1.24,182604.68,30928.18,85410.46,535.87,65730.17,64180.88,1549.29,0.0,conventional,2015,HarrisburgScranton
50,2015-01-11,1.26,178735.25,34535.57,78778.96,582.3,64838.42,63840.09,998.33,0.0,conventional,2015,HarrisburgScranton
51,2015-01-04,1.05,203939.14,32679.84,121020.54,1286.19,48952.57,47583.64,1368.93,0.0,conventional,2015,HarrisburgScranton
0,2015-12-27,1.27,243556.57,4427.27,194438.24,169.66,44521.4,43577.26,944.14,0.0,conventional,2015,HartfordSpringfield
1,2015-12-20,1.18,264155.74,4806.75,212205.34,184.96,46958.69,45981.69,977.0,0.0,conventional,2015,HartfordSpringfield
2,2015-12-13,1.24,238558.16,4439.86,186550.43,332.83,47235.04,46493.47,741.57,0.0,conventional,2015,HartfordSpringfield
3,2015-12-06,1.19,239945.42,4269.91,199395.25,192.36,36087.9,35448.13,639.77,0.0,conventional,2015,HartfordSpringfield
4,2015-11-29,1.32,213631.54,3572.7,172790.41,169.1,37099.33,36423.45,675.88,0.0,conventional,2015,HartfordSpringfield
5,2015-11-22,1.27,212091.14,3720.08,176358.45,319.25,31693.36,30800.02,893.34,0.0,conventional,2015,HartfordSpringfield
6,2015-11-15,1.12,275217.97,4680.06,228183.77,197.29,42156.85,40290.46,1866.39,0.0,conventional,2015,HartfordSpringfield
7,2015-11-08,1.16,309186.06,5048.2,260745.71,171.88,43220.27,37770.33,5449.94,0.0,conventional,2015,HartfordSpringfield
8,2015-11-01,1.16,326067.03,4471.3,271817.93,288.44,49489.36,44831.2,4658.16,0.0,conventional,2015,HartfordSpringfield
9,2015-10-25,1.2,234361.36,3444.57,183080.97,300.22,47535.6,43920.24,3615.36,0.0,conventional,2015,HartfordSpringfield
10,2015-10-18,0.93,407866.27,4980.03,357183.34,594.12,45108.78,42004.56,3104.22,0.0,conventional,2015,HartfordSpringfield
11,2015-10-11,1.38,264227.78,4555.33,206738.06,491.68,52442.71,49064.3,3378.41,0.0,conventional,2015,HartfordSpringfield
12,2015-10-04,1.3,262638.61,5369.78,205512.49,287.31,51469.03,46352.66,5116.37,0.0,conventional,2015,HartfordSpringfield
13,2015-09-27,1.29,247141.63,3978.86,196807.93,248.86,46105.98,42271.23,3834.75,0.0,conventional,2015,HartfordSpringfield
14,2015-09-20,1.25,241532.74,3716.84,179938.31,270.67,57606.92,52877.17,4729.75,0.0,conventional,2015,HartfordSpringfield
15,2015-09-13,1.11,341176.21,4326.64,283221.2,206.25,53422.12,47929.52,5492.6,0.0,conventional,2015,HartfordSpringfield
16,2015-09-06,1.27,281256.19,3976.35,221997.7,497.89,54784.25,52839.06,1945.19,0.0,conventional,2015,HartfordSpringfield
17,2015-08-30,1.26,292827.27,3882.25,241162.58,593.94,47188.5,46616.28,572.22,0.0,conventional,2015,HartfordSpringfield
18,2015-08-23,1.14,298493.22,4337.08,248478.66,422.19,45255.29,44345.82,909.47,0.0,conventional,2015,HartfordSpringfield
19,2015-08-16,1.12,351074.46,4402.25,292976.9,886.72,52808.59,51496.76,1311.83,0.0,conventional,2015,HartfordSpringfield
20,2015-08-09,1.12,354490.75,4619.78,292318.39,706.64,56845.94,55625.9,1220.04,0.0,conventional,2015,HartfordSpringfield
21,2015-08-02,1.16,323449.77,4543.97,268797.64,1283.94,48824.22,47631.34,1192.88,0.0,conventional,2015,HartfordSpringfield
22,2015-07-26,1.3,266049.58,3579.93,205203.65,2171.08,55094.92,52815.8,2279.12,0.0,conventional,2015,HartfordSpringfield
23,2015-07-19,1.32,258239.1,3759.04,189919.51,5496.69,59063.86,56769.39,2294.47,0.0,conventional,2015,HartfordSpringfield
24,2015-07-12,1.06,389782.2,4947.35,299937.47,11286.35,73611.03,71429.27,2181.76,0.0,conventional,2015,HartfordSpringfield
25,2015-07-05,1.25,339064.22,4847.8,250696.56,11793.14,71726.72,67565.11,4161.61,0.0,conventional,2015,HartfordSpringfield
26,2015-06-28,1.27,304624.07,4253.95,226699.55,9682.22,63988.35,60622.57,3365.78,0.0,conventional,2015,HartfordSpringfield
27,2015-06-21,1.25,341628.84,4030.52,258200.71,10100.06,69297.55,67505.16,1792.39,0.0,conventional,2015,HartfordSpringfield
28,2015-06-14,1.15,338036.94,4926.58,253423.88,6839.64,72846.84,69607.77,3239.07,0.0,conventional,2015,HartfordSpringfield
29,2015-06-07,1.29,353474.52,4435.64,281285.58,219.26,67534.04,66052.8,1481.24,0.0,conventional,2015,HartfordSpringfield
30,2015-05-31,1.33,319502.82,4974.69,237651.14,142.52,76734.47,74809.0,1925.47,0.0,conventional,2015,HartfordSpringfield
31,2015-05-24,1.34,314930.61,4532.15,229800.24,177.56,80420.66,78505.66,1915.0,0.0,conventional,2015,HartfordSpringfield
32,2015-05-17,1.2,358753.17,4623.9,281567.1,249.3,72312.87,69888.23,2424.64,0.0,conventional,2015,HartfordSpringfield
33,2015-05-10,1.25,370924.13,5262.94,288462.56,390.91,76807.72,73455.49,3352.23,0.0,conventional,2015,HartfordSpringfield
34,2015-05-03,1.25,329589.03,4005.44,255378.5,539.0,69666.09,66957.03,2709.06,0.0,conventional,2015,HartfordSpringfield
35,2015-04-26,1.36,277178.42,4159.5,206008.87,229.9,66780.15,64008.53,2693.84,77.78,conventional,2015,HartfordSpringfield
36,2015-04-19,1.35,271198.73,3625.55,196720.42,175.12,70677.64,66844.17,3833.47,0.0,conventional,2015,HartfordSpringfield
37,2015-04-12,1.25,251083.39,3432.34,182584.86,133.93,64932.26,63103.19,1829.07,0.0,conventional,2015,HartfordSpringfield
38,2015-04-05,1.33,246967.21,4021.27,183801.36,194.45,58950.13,56550.7,2399.43,0.0,conventional,2015,HartfordSpringfield
39,2015-03-29,1.22,241495.12,3980.5,184277.87,217.08,53019.67,50509.85,2509.82,0.0,conventional,2015,HartfordSpringfield
40,2015-03-22,1.11,292821.36,5900.6,230143.88,139.93,56636.95,53990.12,2646.83,0.0,conventional,2015,HartfordSpringfield
41,2015-03-15,1.4,225761.68,6740.23,150490.66,160.54,68370.25,65306.48,3063.77,0.0,conventional,2015,HartfordSpringfield
42,2015-03-08,1.43,210375.08,3253.02,125712.73,145.3,81264.03,77718.63,3545.4,0.0,conventional,2015,HartfordSpringfield
43,2015-03-01,1.12,314917.55,4547.97,250129.65,271.71,59968.22,57600.88,2367.34,0.0,conventional,2015,HartfordSpringfield
44,2015-02-22,1.38,220210.32,3632.57,142741.2,285.7,73550.85,71330.51,2220.34,0.0,conventional,2015,HartfordSpringfield
45,2015-02-15,1.39,223170.31,3681.09,138690.77,216.75,80581.7,79026.53,1555.17,0.0,conventional,2015,HartfordSpringfield
46,2015-02-08,1.09,364571.57,6791.17,289098.22,215.13,68467.05,65594.58,2872.47,0.0,conventional,2015,HartfordSpringfield
47,2015-02-01,1.32,297969.31,4803.72,216923.02,364.83,75877.74,72234.63,3643.11,0.0,conventional,2015,HartfordSpringfield
